Date,Customer_ID,Customer,Pricelist,Order_Lines_Product_ID,Product_Display_Name,Product_Sub_Category,Product_Category,Broad_Category,Order_Lines_Unit_Price,Order_Quantity,Subtotal,Total_OrderQuantity,Total_Subtotal
2025-04-22,CUST_047,Mr. Marc Dalton,Retail,PROD_084,Product 84,Bakery,Food,Home Essentials,71.13,4,284.52,12,870.9
2025-03-31,CUST_011,Brandon White,Wholesale,PROD_086,Product 86,Fruits,Food,Grocery,69.03,1,69.03,1,69.03
2025-07-05,CUST_021,Grace Wright,Wholesale,PROD_071,Product 71,Beverages,Beverage,Grocery,16.79,5,83.95,5,83.95
2025-07-19,CUST_038,Edward Moreno,Retail,PROD_085,Product 85,Vegetables,Beverage,Grocery,95.73,10,957.3,14,1206.7
2025-02-25,CUST_025,John Guerra,Wholesale,PROD_058,Product 58,Beverages,Household,Home Essentials,43.58,3,130.74,3,130.74
2025-06-07,CUST_024,Katelyn Burke,Retail,PROD_048,Product 48,Beverages,Beverage,Grocery,43.9,6,263.4,6,263.4
2025-06-03,CUST_036,Leslie Murray,Wholesale,PROD_097,Product 97,Fruits,Household,Grocery,47.44,1,47.44,1,47.44
2025-07-09,CUST_014,Carla Bush,Wholesale,PROD_067,Product 67,Fruits,Household,Home Essentials,85.27,8,682.16,13,1077.31
2025-05-04,CUST_038,Edward Moreno,Wholesale,PROD_061,Product 61,Fruits,Food,Grocery,82.97,1,82.97,1,82.97
2025-07-10,CUST_009,Tina Sullivan,Retail,PROD_055,Product 55,Dairy,Food,Grocery,66.74,8,533.92,8,533.92
2025-06-17,CUST_007,David Collins,Retail,PROD_084,Product 84,Vegetables,Food,Home Essentials,15.75,3,47.25,3,47.25
2025-03-26,CUST_030,Daniel Taylor,Wholesale,PROD_076,Product 76,Fruits,Beverage,Home Essentials,46.05,6,276.3,6,276.3
2025-07-07,CUST_043,William Rios,Retail,PROD_006,Product 6,Beverages,Household,Grocery,47.18,7,330.26,7,330.26
2025-08-04,CUST_016,Jason Vazquez,Retail,PROD_085,Product 85,Fruits,Beverage,Grocery,93.01,2,186.02,2,186.02
2025-04-16,CUST_024,Katelyn Burke,Retail,PROD_065,Product 65,Dairy,Household,Home Essentials,56.93,4,227.72,4,227.72
2025-07-11,CUST_025,John Guerra,Retail,PROD_007,Product 7,Fruits,Food,Grocery,95.33,4,381.32,4,381.32
2025-07-29,CUST_036,Leslie Murray,Retail,PROD_031,Product 31,Vegetables,Household,Home Essentials,16.38,8,131.04,8,131.04
2025-04-08,CUST_043,William Rios,Wholesale,PROD_074,Product 74,Bakery,Household,Home Essentials,66.11,3,198.33,3,198.33
2025-06-30,CUST_028,Patrick Robinson,Wholesale,PROD_097,Product 97,Fruits,Food,Grocery,16.15,3,48.45,5,133.75
2025-06-02,CUST_016,Jason Vazquez,Wholesale,PROD_078,Product 78,Bakery,Beverage,Grocery,61.32,7,429.24,7,429.24
2025-07-15,CUST_050,James Steele,Wholesale,PROD_069,Product 69,Vegetables,Food,Grocery,60.42,1,60.42,1,60.42
2025-04-27,CUST_028,Patrick Robinson,Wholesale,PROD_021,Product 21,Fruits,Household,Home Essentials,7.13,7,49.91,12,202.71
2025-06-29,CUST_048,William Fritz,Retail,PROD_094,Product 94,Vegetables,Household,Home Essentials,80.24,4,320.96,4,320.96
2025-06-04,CUST_009,Tina Sullivan,Wholesale,PROD_051,Product 51,Dairy,Food,Home Essentials,27.74,9,249.66,9,249.66
2025-05-07,CUST_021,Grace Wright,Wholesale,PROD_086,Product 86,Vegetables,Food,Grocery,65.86,6,395.16,6,395.16
2025-03-12,CUST_034,Robert Miller,Wholesale,PROD_030,Product 30,Beverages,Food,Home Essentials,90.06,9,810.54,9,810.54
2025-08-14,CUST_049,Elizabeth Bailey,Retail,PROD_055,Product 55,Vegetables,Household,Grocery,62.0,7,434.0,7,434.0
2025-03-31,CUST_034,Robert Miller,Wholesale,PROD_061,Product 61,Fruits,Food,Home Essentials,29.04,4,116.16,4,116.16
2025-04-11,CUST_021,Grace Wright,Wholesale,PROD_069,Product 69,Fruits,Beverage,Home Essentials,10.73,6,64.38,12,567.12
2025-03-25,CUST_023,Miss Patricia Huff,Wholesale,PROD_054,Product 54,Dairy,Food,Grocery,48.27,1,48.27,5,444.46999999999997
2025-05-26,CUST_010,Steven Richardson,Wholesale,PROD_051,Product 51,Fruits,Food,Grocery,11.17,2,22.34,2,22.34
2025-05-01,CUST_022,Ashley Wyatt,Wholesale,PROD_022,Product 22,Beverages,Food,Grocery,90.64,5,453.2,5,453.2
2025-08-14,CUST_037,Jack Williamson,Retail,PROD_033,Product 33,Fruits,Household,Grocery,79.33,10,793.3,10,793.3
2025-05-19,CUST_019,Brian Turner,Retail,PROD_091,Product 91,Fruits,Food,Grocery,97.29,1,97.29,11,820.49
2025-03-22,CUST_043,William Rios,Wholesale,PROD_002,Product 2,Fruits,Household,Home Essentials,10.77,9,96.93,18,769.95
2025-07-24,CUST_049,Elizabeth Bailey,Wholesale,PROD_047,Product 47,Dairy,Household,Home Essentials,8.66,1,8.66,1,8.66
2025-06-08,CUST_012,Melissa Montgomery,Wholesale,PROD_097,Product 97,Bakery,Beverage,Home Essentials,57.69,7,403.83,7,403.83
2025-06-28,CUST_044,Thomas Johnson,Retail,PROD_095,Product 95,Vegetables,Household,Home Essentials,17.25,8,138.0,8,138.0
2025-07-09,CUST_041,Alan Williams,Retail,PROD_001,Product 1,Vegetables,Food,Grocery,27.16,5,135.8,10,518.1
2025-04-04,CUST_040,Taylor Moore,Wholesale,PROD_044,Product 44,Fruits,Food,Grocery,10.93,2,21.86,2,21.86
2025-08-12,CUST_030,Daniel Taylor,Retail,PROD_039,Product 39,Fruits,Household,Grocery,49.37,8,394.96,8,394.96
2025-05-09,CUST_044,Thomas Johnson,Wholesale,PROD_062,Product 62,Bakery,Household,Home Essentials,80.57,5,402.85,5,402.85
2025-06-07,CUST_009,Tina Sullivan,Retail,PROD_003,Product 3,Fruits,Household,Home Essentials,8.53,1,8.53,7,390.07
2025-03-06,CUST_019,Brian Turner,Wholesale,PROD_100,Product 100,Dairy,Household,Grocery,34.34,8,274.72,8,274.72
2025-05-21,CUST_010,Steven Richardson,Wholesale,PROD_092,Product 92,Fruits,Beverage,Grocery,42.54,5,212.7,5,212.7
2025-07-26,CUST_040,Taylor Moore,Wholesale,PROD_045,Product 45,Fruits,Household,Home Essentials,36.18,7,253.26,7,253.26
2025-06-16,CUST_039,Shannon Green,Wholesale,PROD_023,Product 23,Dairy,Beverage,Home Essentials,56.68,4,226.72,4,226.72
2025-05-12,CUST_027,Wesley Hart,Retail,PROD_040,Product 40,Dairy,Household,Grocery,3.45,8,27.6,8,27.6
2025-06-22,CUST_001,Pamela Tran,Wholesale,PROD_091,Product 91,Fruits,Household,Home Essentials,24.32,2,48.64,2,48.64
2025-05-30,CUST_008,Stacy Robles,Wholesale,PROD_038,Product 38,Fruits,Beverage,Grocery,4.6,2,9.2,2,9.2
2025-03-01,CUST_047,Mr. Marc Dalton,Wholesale,PROD_051,Product 51,Vegetables,Household,Grocery,42.89,7,300.23,7,300.23
2025-07-17,CUST_037,Jack Williamson,Retail,PROD_008,Product 8,Bakery,Beverage,Grocery,69.26,10,692.6,10,692.6
2025-02-26,CUST_035,Kelsey Shaw,Wholesale,PROD_051,Product 51,Beverages,Beverage,Home Essentials,15.43,5,77.15,5,77.15
2025-07-02,CUST_038,Edward Moreno,Wholesale,PROD_072,Product 72,Vegetables,Beverage,Grocery,87.12,8,696.96,8,696.96
2025-05-21,CUST_006,Richard Wilson,Wholesale,PROD_006,Product 6,Bakery,Beverage,Grocery,45.3,3,135.9,3,135.9
2025-07-20,CUST_036,Leslie Murray,Wholesale,PROD_085,Product 85,Beverages,Food,Home Essentials,78.02,2,156.04,2,156.04
2025-04-16,CUST_011,Brandon White,Wholesale,PROD_059,Product 59,Beverages,Household,Home Essentials,52.99,3,158.97,3,158.97
2025-07-05,CUST_041,Alan Williams,Wholesale,PROD_096,Product 96,Vegetables,Beverage,Home Essentials,18.65,9,167.85,23,1356.43
2025-02-24,CUST_005,Anthony Brown,Wholesale,PROD_100,Product 100,Beverages,Household,Home Essentials,10.39,7,72.73,7,72.73
2025-04-23,CUST_033,Thomas Williams,Wholesale,PROD_052,Product 52,Dairy,Beverage,Grocery,16.26,4,65.04,4,65.04
2025-03-04,CUST_033,Thomas Williams,Retail,PROD_013,Product 13,Bakery,Food,Home Essentials,54.78,3,164.34,3,164.34
2025-06-07,CUST_009,Tina Sullivan,Wholesale,PROD_010,Product 10,Beverages,Household,Home Essentials,63.59,6,381.54,7,390.07
2025-03-18,CUST_047,Mr. Marc Dalton,Retail,PROD_083,Product 83,Beverages,Household,Home Essentials,8.54,1,8.54,1,8.54
2025-07-02,CUST_026,Adam Johnson,Retail,PROD_053,Product 53,Bakery,Beverage,Grocery,62.7,1,62.7,1,62.7
2025-07-24,CUST_025,John Guerra,Wholesale,PROD_001,Product 1,Fruits,Household,Home Essentials,20.21,7,141.47,7,141.47
2025-03-30,CUST_008,Stacy Robles,Wholesale,PROD_062,Product 62,Fruits,Food,Home Essentials,37.59,2,75.18,2,75.18
2025-02-24,CUST_032,Kyle Rogers,Retail,PROD_049,Product 49,Beverages,Household,Grocery,45.07,1,45.07,1,45.07
2025-03-04,CUST_050,James Steele,Retail,PROD_012,Product 12,Bakery,Beverage,Home Essentials,62.97,4,251.88,4,251.88
2025-04-17,CUST_016,Jason Vazquez,Retail,PROD_076,Product 76,Bakery,Beverage,Grocery,17.81,9,160.29,9,160.29
2025-06-07,CUST_016,Jason Vazquez,Retail,PROD_046,Product 46,Fruits,Household,Grocery,35.14,1,35.14,1,35.14
2025-05-23,CUST_027,Wesley Hart,Retail,PROD_049,Product 49,Bakery,Household,Grocery,40.71,2,81.42,2,81.42
2025-02-23,CUST_041,Alan Williams,Wholesale,PROD_018,Product 18,Bakery,Beverage,Home Essentials,90.76,4,363.04,4,363.04
2025-05-22,CUST_020,Katrina Smith,Wholesale,PROD_036,Product 36,Dairy,Household,Grocery,10.96,9,98.64,9,98.64
2025-05-01,CUST_033,Thomas Williams,Wholesale,PROD_046,Product 46,Beverages,Household,Grocery,12.9,10,129.0,10,129.0
2025-06-21,CUST_036,Leslie Murray,Retail,PROD_015,Product 15,Dairy,Food,Grocery,16.62,8,132.96,8,132.96
2025-03-24,CUST_040,Taylor Moore,Wholesale,PROD_044,Product 44,Fruits,Food,Home Essentials,28.18,6,169.08,6,169.08
2025-07-07,CUST_044,Thomas Johnson,Wholesale,PROD_033,Product 33,Bakery,Food,Grocery,46.15,9,415.35,9,415.35
2025-06-30,CUST_023,Miss Patricia Huff,Wholesale,PROD_063,Product 63,Bakery,Household,Home Essentials,18.63,5,93.15,12,577.2
2025-06-14,CUST_018,Kevin Ward,Wholesale,PROD_088,Product 88,Bakery,Food,Home Essentials,85.46,8,683.68,8,683.68
2025-07-10,CUST_032,Kyle Rogers,Wholesale,PROD_040,Product 40,Beverages,Household,Home Essentials,97.05,2,194.1,2,194.1
2025-05-07,CUST_038,Edward Moreno,Wholesale,PROD_088,Product 88,Dairy,Household,Home Essentials,56.86,4,227.44,4,227.44
2025-07-15,CUST_039,Shannon Green,Retail,PROD_090,Product 90,Bakery,Beverage,Home Essentials,45.41,10,454.1,10,454.1
2025-03-24,CUST_008,Stacy Robles,Retail,PROD_084,Product 84,Beverages,Household,Home Essentials,95.97,3,287.91,3,287.91
2025-03-08,CUST_044,Thomas Johnson,Retail,PROD_097,Product 97,Vegetables,Beverage,Grocery,35.44,1,35.44,1,35.44
2025-05-29,CUST_047,Mr. Marc Dalton,Retail,PROD_021,Product 21,Beverages,Food,Home Essentials,85.35,8,682.8,8,682.8
2025-04-01,CUST_027,Wesley Hart,Retail,PROD_076,Product 76,Vegetables,Household,Grocery,45.76,4,183.04,4,183.04
2025-06-09,CUST_022,Ashley Wyatt,Retail,PROD_086,Product 86,Bakery,Beverage,Home Essentials,15.27,3,45.81,3,45.81
2025-07-07,CUST_047,Mr. Marc Dalton,Retail,PROD_073,Product 73,Fruits,Food,Grocery,66.42,2,132.84,2,132.84
2025-03-08,CUST_049,Elizabeth Bailey,Retail,PROD_027,Product 27,Bakery,Beverage,Home Essentials,39.65,9,356.85,9,356.85
2025-03-16,CUST_035,Kelsey Shaw,Retail,PROD_007,Product 7,Dairy,Beverage,Home Essentials,24.89,9,224.01,9,224.01
2025-05-12,CUST_032,Kyle Rogers,Wholesale,PROD_094,Product 94,Fruits,Food,Grocery,44.01,6,264.06,6,264.06
2025-03-29,CUST_028,Patrick Robinson,Retail,PROD_036,Product 36,Bakery,Food,Grocery,8.89,2,17.78,2,17.78
2025-08-18,CUST_033,Thomas Williams,Wholesale,PROD_048,Product 48,Dairy,Food,Home Essentials,39.99,7,279.93,7,279.93
2025-07-24,CUST_009,Tina Sullivan,Retail,PROD_066,Product 66,Vegetables,Food,Grocery,31.95,4,127.8,4,127.8
2025-03-14,CUST_042,Jorge Morris,Wholesale,PROD_017,Product 17,Vegetables,Beverage,Home Essentials,1.25,7,8.75,7,8.75
2025-03-23,CUST_039,Shannon Green,Wholesale,PROD_004,Product 4,Fruits,Household,Grocery,49.12,8,392.96,8,392.96
2025-06-01,CUST_018,Kevin Ward,Wholesale,PROD_006,Product 6,Vegetables,Household,Grocery,1.82,7,12.74,11,409.38
2025-05-05,CUST_043,William Rios,Retail,PROD_007,Product 7,Fruits,Beverage,Grocery,30.65,8,245.2,8,245.2
2025-04-08,CUST_044,Thomas Johnson,Retail,PROD_075,Product 75,Vegetables,Household,Grocery,13.91,10,139.1,10,139.1
2025-07-27,CUST_005,Anthony Brown,Retail,PROD_049,Product 49,Fruits,Beverage,Grocery,66.71,8,533.68,8,533.68
2025-03-09,CUST_029,Diana Rojas,Wholesale,PROD_009,Product 9,Fruits,Food,Home Essentials,37.87,7,265.09,14,624.05
2025-03-22,CUST_017,Kimberly Rose,Retail,PROD_034,Product 34,Dairy,Beverage,Home Essentials,95.64,10,956.4,10,956.4
2025-06-08,CUST_011,Brandon White,Retail,PROD_059,Product 59,Fruits,Food,Home Essentials,50.03,7,350.21,7,350.21
2025-03-23,CUST_049,Elizabeth Bailey,Retail,PROD_039,Product 39,Bakery,Food,Grocery,90.99,8,727.92,8,727.92
2025-05-17,CUST_035,Kelsey Shaw,Retail,PROD_047,Product 47,Dairy,Food,Grocery,37.34,1,37.34,1,37.34
2025-03-31,CUST_002,Jonathon Thomas,Wholesale,PROD_009,Product 9,Vegetables,Beverage,Home Essentials,18.68,1,18.68,1,18.68
2025-03-18,CUST_015,Lindsey Glass,Retail,PROD_020,Product 20,Beverages,Household,Grocery,98.13,5,490.65,5,490.65
2025-03-09,CUST_044,Thomas Johnson,Retail,PROD_027,Product 27,Beverages,Food,Home Essentials,53.95,7,377.65,7,377.65
2025-02-24,CUST_036,Leslie Murray,Wholesale,PROD_027,Product 27,Dairy,Household,Grocery,81.27,5,406.35,5,406.35
2025-04-22,CUST_007,David Collins,Wholesale,PROD_035,Product 35,Bakery,Beverage,Home Essentials,17.1,8,136.8,8,136.8
2025-05-08,CUST_030,Daniel Taylor,Retail,PROD_087,Product 87,Fruits,Household,Grocery,58.79,9,529.11,9,529.11
2025-04-11,CUST_020,Katrina Smith,Retail,PROD_036,Product 36,Beverages,Household,Home Essentials,94.45,7,661.15,7,661.15
2025-02-22,CUST_014,Carla Bush,Wholesale,PROD_045,Product 45,Fruits,Beverage,Home Essentials,30.37,10,303.7,10,303.7
2025-07-05,CUST_037,Jack Williamson,Wholesale,PROD_068,Product 68,Vegetables,Food,Home Essentials,53.55,4,214.2,4,214.2
2025-07-16,CUST_032,Kyle Rogers,Wholesale,PROD_098,Product 98,Vegetables,Beverage,Home Essentials,79.13,8,633.04,8,633.04
2025-08-17,CUST_026,Adam Johnson,Wholesale,PROD_070,Product 70,Dairy,Household,Home Essentials,99.35,7,695.45,7,695.45
2025-07-15,CUST_047,Mr. Marc Dalton,Retail,PROD_090,Product 90,Bakery,Household,Grocery,37.73,4,150.92,4,150.92
2025-04-08,CUST_028,Patrick Robinson,Wholesale,PROD_030,Product 30,Bakery,Food,Home Essentials,79.72,1,79.72,1,79.72
2025-04-03,CUST_026,Adam Johnson,Wholesale,PROD_091,Product 91,Bakery,Beverage,Grocery,78.23,2,156.46,2,156.46
2025-07-05,CUST_041,Alan Williams,Retail,PROD_024,Product 24,Dairy,Household,Home Essentials,83.87,6,503.22,23,1356.43
2025-04-10,CUST_044,Thomas Johnson,Wholesale,PROD_002,Product 2,Dairy,Food,Home Essentials,5.53,3,16.59,3,16.59
2025-04-07,CUST_025,John Guerra,Retail,PROD_052,Product 52,Beverages,Household,Grocery,92.5,2,185.0,2,185.0
2025-05-11,CUST_044,Thomas Johnson,Retail,PROD_094,Product 94,Dairy,Beverage,Home Essentials,36.98,10,369.8,10,369.8
2025-05-14,CUST_024,Katelyn Burke,Wholesale,PROD_008,Product 8,Dairy,Beverage,Home Essentials,59.64,10,596.4,10,596.4
2025-04-13,CUST_038,Edward Moreno,Retail,PROD_043,Product 43,Vegetables,Beverage,Grocery,69.56,7,486.92,7,486.92
2025-06-09,CUST_011,Brandon White,Wholesale,PROD_079,Product 79,Beverages,Beverage,Grocery,25.87,1,25.87,1,25.87
2025-03-14,CUST_016,Jason Vazquez,Wholesale,PROD_082,Product 82,Fruits,Household,Home Essentials,41.62,4,166.48,4,166.48
2025-03-28,CUST_041,Alan Williams,Wholesale,PROD_076,Product 76,Vegetables,Household,Home Essentials,49.17,5,245.85,13,377.37
2025-05-11,CUST_041,Alan Williams,Wholesale,PROD_086,Product 86,Beverages,Beverage,Grocery,91.78,1,91.78,1,91.78
2025-08-11,CUST_004,Bonnie Garrett,Wholesale,PROD_045,Product 45,Beverages,Household,Grocery,65.56,2,131.12,2,131.12
2025-03-07,CUST_046,Jennifer Glass,Retail,PROD_036,Product 36,Fruits,Beverage,Grocery,5.26,8,42.08,8,42.08
2025-06-29,CUST_019,Brian Turner,Retail,PROD_057,Product 57,Bakery,Beverage,Home Essentials,20.81,3,62.43,3,62.43
2025-05-03,CUST_049,Elizabeth Bailey,Wholesale,PROD_044,Product 44,Bakery,Household,Grocery,91.47,3,274.41,3,274.41
2025-02-24,CUST_033,Thomas Williams,Retail,PROD_011,Product 11,Bakery,Food,Grocery,99.25,10,992.5,10,992.5
2025-07-22,CUST_035,Kelsey Shaw,Retail,PROD_064,Product 64,Beverages,Household,Grocery,8.79,9,79.11,9,79.11
2025-03-29,CUST_008,Stacy Robles,Wholesale,PROD_030,Product 30,Fruits,Household,Home Essentials,66.24,6,397.44,13,744.29
2025-03-17,CUST_027,Wesley Hart,Wholesale,PROD_081,Product 81,Vegetables,Food,Home Essentials,59.03,10,590.3,10,590.3
2025-03-19,CUST_044,Thomas Johnson,Retail,PROD_021,Product 21,Fruits,Food,Grocery,19.11,5,95.55,5,95.55
2025-04-09,CUST_039,Shannon Green,Retail,PROD_089,Product 89,Fruits,Beverage,Grocery,84.27,8,674.16,8,674.16
2025-07-30,CUST_027,Wesley Hart,Retail,PROD_016,Product 16,Dairy,Food,Home Essentials,39.84,9,358.56,9,358.56
2025-03-09,CUST_029,Diana Rojas,Wholesale,PROD_094,Product 94,Vegetables,Household,Grocery,51.28,7,358.96,14,624.05
2025-07-06,CUST_027,Wesley Hart,Wholesale,PROD_068,Product 68,Vegetables,Food,Home Essentials,37.55,4,150.2,4,150.2
2025-08-11,CUST_017,Kimberly Rose,Retail,PROD_027,Product 27,Beverages,Household,Grocery,76.73,5,383.65,5,383.65
2025-07-18,CUST_001,Pamela Tran,Wholesale,PROD_066,Product 66,Bakery,Beverage,Grocery,40.96,6,245.76,6,245.76
2025-07-13,CUST_039,Shannon Green,Wholesale,PROD_044,Product 44,Fruits,Food,Home Essentials,16.53,4,66.12,4,66.12
2025-06-20,CUST_012,Melissa Montgomery,Retail,PROD_064,Product 64,Vegetables,Beverage,Home Essentials,91.14,8,729.12,8,729.12
2025-07-24,CUST_038,Edward Moreno,Retail,PROD_024,Product 24,Beverages,Food,Home Essentials,4.24,8,33.92,8,33.92
2025-05-23,CUST_026,Adam Johnson,Wholesale,PROD_055,Product 55,Beverages,Household,Home Essentials,18.77,3,56.31,13,918.81
2025-03-10,CUST_046,Jennifer Glass,Wholesale,PROD_046,Product 46,Dairy,Food,Home Essentials,79.44,4,317.76,9,481.96
2025-08-12,CUST_047,Mr. Marc Dalton,Wholesale,PROD_055,Product 55,Beverages,Household,Grocery,88.48,5,442.4,5,442.4
2025-05-19,CUST_019,Brian Turner,Retail,PROD_012,Product 12,Dairy,Household,Grocery,72.32,10,723.2,11,820.49
2025-02-19,CUST_038,Edward Moreno,Retail,PROD_071,Product 71,Dairy,Household,Home Essentials,36.69,1,36.69,1,36.69
2025-04-14,CUST_011,Brandon White,Wholesale,PROD_061,Product 61,Bakery,Food,Home Essentials,1.78,10,17.8,10,17.8
2025-05-29,CUST_007,David Collins,Retail,PROD_002,Product 2,Beverages,Beverage,Grocery,14.71,5,73.55,5,73.55
2025-04-21,CUST_030,Daniel Taylor,Wholesale,PROD_029,Product 29,Beverages,Household,Home Essentials,27.61,4,110.44,4,110.44
2025-07-29,CUST_020,Katrina Smith,Wholesale,PROD_064,Product 64,Fruits,Household,Grocery,62.63,9,563.67,9,563.67
2025-05-06,CUST_041,Alan Williams,Wholesale,PROD_066,Product 66,Dairy,Food,Grocery,91.46,3,274.38,3,274.38
2025-07-03,CUST_039,Shannon Green,Retail,PROD_065,Product 65,Beverages,Food,Home Essentials,11.28,3,33.84,8,416.84000000000003
2025-02-19,CUST_021,Grace Wright,Retail,PROD_091,Product 91,Dairy,Food,Grocery,15.09,2,30.18,2,30.18
2025-08-03,CUST_006,Richard Wilson,Retail,PROD_089,Product 89,Dairy,Household,Grocery,34.1,7,238.7,12,534.5
2025-05-21,CUST_014,Carla Bush,Wholesale,PROD_047,Product 47,Beverages,Household,Home Essentials,25.84,2,51.68,2,51.68
2025-05-04,CUST_035,Kelsey Shaw,Retail,PROD_061,Product 61,Vegetables,Household,Home Essentials,97.15,2,194.3,12,1065.2
2025-02-24,CUST_027,Wesley Hart,Wholesale,PROD_038,Product 38,Vegetables,Beverage,Home Essentials,78.24,4,312.96,4,312.96
2025-05-07,CUST_035,Kelsey Shaw,Retail,PROD_073,Product 73,Vegetables,Food,Home Essentials,65.24,6,391.44,6,391.44
2025-05-14,CUST_008,Stacy Robles,Retail,PROD_096,Product 96,Beverages,Beverage,Home Essentials,78.68,3,236.04,3,236.04
2025-06-30,CUST_029,Diana Rojas,Retail,PROD_098,Product 98,Vegetables,Household,Grocery,2.82,8,22.56,8,22.56
2025-04-15,CUST_039,Shannon Green,Retail,PROD_006,Product 6,Vegetables,Food,Grocery,21.83,2,43.66,2,43.66
2025-07-16,CUST_040,Taylor Moore,Retail,PROD_071,Product 71,Beverages,Beverage,Home Essentials,54.27,2,108.54,5,142.8
2025-08-04,CUST_017,Kimberly Rose,Retail,PROD_017,Product 17,Bakery,Household,Grocery,50.16,9,451.44,9,451.44
2025-03-09,CUST_003,Katherine Washington,Wholesale,PROD_009,Product 9,Vegetables,Beverage,Grocery,19.97,2,39.94,2,39.94
2025-03-07,CUST_005,Anthony Brown,Wholesale,PROD_058,Product 58,Beverages,Beverage,Grocery,26.9,1,26.9,1,26.9
2025-06-19,CUST_035,Kelsey Shaw,Wholesale,PROD_005,Product 5,Dairy,Beverage,Grocery,9.76,7,68.32,7,68.32
2025-05-03,CUST_046,Jennifer Glass,Retail,PROD_087,Product 87,Beverages,Household,Home Essentials,6.47,10,64.7,10,64.7
2025-05-04,CUST_024,Katelyn Burke,Retail,PROD_038,Product 38,Bakery,Food,Grocery,90.22,1,90.22,1,90.22
2025-03-03,CUST_042,Jorge Morris,Retail,PROD_069,Product 69,Beverages,Food,Grocery,3.9,2,7.8,2,7.8
2025-06-28,CUST_022,Ashley Wyatt,Wholesale,PROD_038,Product 38,Bakery,Food,Home Essentials,18.22,1,18.22,5,391.22
2025-05-12,CUST_048,William Fritz,Wholesale,PROD_052,Product 52,Vegetables,Beverage,Grocery,27.45,6,164.7,13,636.99
2025-03-17,CUST_040,Taylor Moore,Retail,PROD_023,Product 23,Beverages,Household,Home Essentials,12.92,4,51.68,4,51.68
2025-05-10,CUST_009,Tina Sullivan,Retail,PROD_013,Product 13,Beverages,Household,Grocery,10.61,2,21.22,2,21.22
2025-04-30,CUST_004,Bonnie Garrett,Wholesale,PROD_093,Product 93,Beverages,Household,Home Essentials,98.03,8,784.24,8,784.24
2025-07-05,CUST_001,Pamela Tran,Retail,PROD_082,Product 82,Beverages,Household,Grocery,85.54,5,427.7,5,427.7
2025-03-03,CUST_039,Shannon Green,Retail,PROD_074,Product 74,Dairy,Beverage,Home Essentials,88.62,3,265.86,3,265.86
2025-04-06,CUST_041,Alan Williams,Wholesale,PROD_085,Product 85,Fruits,Food,Grocery,47.54,10,475.4,10,475.4
2025-05-09,CUST_050,James Steele,Retail,PROD_051,Product 51,Beverages,Household,Home Essentials,82.04,3,246.12,3,246.12
2025-07-12,CUST_026,Adam Johnson,Wholesale,PROD_057,Product 57,Dairy,Food,Grocery,76.32,2,152.64,2,152.64
2025-06-07,CUST_002,Jonathon Thomas,Wholesale,PROD_013,Product 13,Bakery,Household,Home Essentials,72.88,6,437.28,6,437.28
2025-05-30,CUST_039,Shannon Green,Retail,PROD_008,Product 8,Fruits,Beverage,Home Essentials,27.7,3,83.1,12,599.25
2025-05-24,CUST_050,James Steele,Retail,PROD_093,Product 93,Beverages,Food,Home Essentials,46.6,3,139.8,3,139.8
2025-03-07,CUST_042,Jorge Morris,Wholesale,PROD_027,Product 27,Fruits,Beverage,Grocery,30.8,5,154.0,5,154.0
2025-03-15,CUST_032,Kyle Rogers,Wholesale,PROD_070,Product 70,Bakery,Household,Home Essentials,97.81,9,880.29,13,1102.1299999999999
2025-05-01,CUST_023,Miss Patricia Huff,Wholesale,PROD_099,Product 99,Bakery,Beverage,Grocery,61.08,6,366.48,6,366.48
2025-03-06,CUST_029,Diana Rojas,Retail,PROD_083,Product 83,Bakery,Household,Home Essentials,43.98,2,87.96,2,87.96
2025-05-14,CUST_027,Wesley Hart,Wholesale,PROD_068,Product 68,Vegetables,Beverage,Home Essentials,59.94,6,359.64,6,359.64
2025-04-22,CUST_047,Mr. Marc Dalton,Wholesale,PROD_005,Product 5,Vegetables,Household,Grocery,89.25,5,446.25,12,870.9
2025-03-25,CUST_044,Thomas Johnson,Wholesale,PROD_043,Product 43,Bakery,Household,Grocery,56.94,7,398.58,7,398.58
2025-03-19,CUST_022,Ashley Wyatt,Wholesale,PROD_015,Product 15,Bakery,Food,Grocery,54.02,8,432.16,8,432.16
2025-05-25,CUST_036,Leslie Murray,Wholesale,PROD_011,Product 11,Fruits,Beverage,Home Essentials,95.1,1,95.1,1,95.1
2025-08-11,CUST_018,Kevin Ward,Retail,PROD_098,Product 98,Dairy,Household,Grocery,88.97,6,533.82,6,533.82
2025-05-31,CUST_043,William Rios,Wholesale,PROD_003,Product 3,Beverages,Beverage,Home Essentials,31.61,2,63.22,3,114.02
2025-07-28,CUST_026,Adam Johnson,Retail,PROD_005,Product 5,Beverages,Beverage,Home Essentials,68.78,5,343.9,5,343.9
2025-05-16,CUST_020,Katrina Smith,Retail,PROD_026,Product 26,Dairy,Food,Home Essentials,11.57,1,11.57,1,11.57
2025-03-05,CUST_015,Lindsey Glass,Retail,PROD_100,Product 100,Dairy,Food,Home Essentials,74.58,3,223.74,3,223.74
2025-05-22,CUST_016,Jason Vazquez,Retail,PROD_024,Product 24,Fruits,Food,Grocery,28.09,8,224.72,8,224.72
